,original_index,Grupo_Metabolico
3769,65088,2. Transferasas
3770,65104,6. Ligasas
3771,65139,2. Transferasas
3772,65205,3. Hidrolasas
3773,65209,5. Isomerasas
3774,65214,3. Hidrolasas
3775,65244,5. Isomerasas
3776,65254,3. Hidrolasas
3777,65265,1. Oxidorreductasas
3778,65267,2. Transferasas
3779,65271,6. Ligasas
3780,65272,2. Transferasas
3781,65303,2. Transferasas
3782,65317,2. Transferasas
3783,65322,2. Transferasas
3784,65328,3. Hidrolasas
3785,65376,2. Transferasas
3786,65403,2. Transferasas
3787,65421,2. Transferasas
3788,65422,2. Transferasas
3789,65424,2. Transferasas
3790,65436,2. Transferasas
3791,65481,2. Transferasas
3792,65499,1. Oxidorreductasas
3793,65500,5. Isomerasas
3794,65507,2. Transferasas
3795,65670,2. Transferasas
3796,65712,2. Transferasas
3797,65747,2. Transferasas
3798,65754,5. Isomerasas
3799,65770,1. Oxidorreductasas
3800,65779,6. Ligasas
3801,65837,3. Hidrolasas
3802,65838,3. Hidrolasas
3803,65839,1. Oxidorreductasas
3804,65840,1. Oxidorreductasas
3805,65842,2. Transferasas
3806,65843,5. Isomerasas
3807,65865,5. Isomerasas
3808,65873,3. Hidrolasas
3809,65881,4. Liasas
3810,65886,3. Hidrolasas
3811,65898,4. Liasas
3812,65900,2. Transferasas
3813,65902,2. Transferasas
3814,65906,3. Hidrolasas
3815,65907,2. Transferasas
3816,65909,2. Transferasas
3817,65911,2. Transferasas
3818,65912,2. Transferasas
3819,65916,2. Transferasas
3820,65919,2. Transferasas
3821,65920,2. Transferasas
3822,65953,2. Transferasas
3823,65974,2. Transferasas
3824,65987,2. Transferasas
3825,65994,5. Isomerasas
3826,66009,3. Hidrolasas
3827,66011,2. Transferasas
3828,66013,2. Transferasas
3829,66022,3. Hidrolasas
3830,66023,7. Translocasas
3831,66036,2. Transferasas
3832,66037,3. Hidrolasas
3833,66039,3. Hidrolasas
3834,66047,7. Translocasas
3835,66048,1. Oxidorreductasas
3836,66087,2. Transferasas
3837,66092,2. Transferasas
3838,66141,1. Oxidorreductasas
3839,66143,2. Transferasas
3840,66146,2. Transferasas
3841,66148,1. Oxidorreductasas
3842,66153,2. Transferasas
3843,66167,2. Transferasas
3844,66173,5. Isomerasas
3845,66206,3. Hidrolasas
3846,66208,2. Transferasas
3847,66215,2. Transferasas
3848,66226,3. Hidrolasas
3849,66227,7. Translocasas
3850,66257,3. Hidrolasas
3851,66265,3. Hidrolasas
3852,66266,2. Transferasas
3853,66268,6. Ligasas
3854,66271,3. Hidrolasas
3855,66272,3. Hidrolasas
3856,66281,3. Hidrolasas
3857,66284,7. Translocasas
3858,66286,3. Hidrolasas
3859,66322,2. Transferasas
3860,66327,2. Transferasas
3861,66362,1. Oxidorreductasas
3862,66377,1. Oxidorreductasas
3863,66379,2. Transferasas
3864,66382,2. Transferasas
3865,66401,2. Transferasas
3866,66407,5. Isomerasas
3867,66441,3. Hidrolasas
3868,66443,2. Transferasas
3869,66458,3. Hidrolasas
3870,66459,7. Translocasas
3871,66488,2. Transferasas
3872,66489,3. Hidrolasas
3873,66491,6. Ligasas
3874,66494,3. Hidrolasas
3875,66495,3. Hidrolasas
3876,66499,3. Hidrolasas
3877,66506,3. Hidrolasas
3878,66508,3. Hidrolasas
3879,66515,7. Translocasas
3880,66550,2. Transferasas
3881,66555,2. Transferasas
3882,66594,1. Oxidorreductasas
3883,66596,2. Transferasas
3884,66600,2. Transferasas
3885,66614,2. Transferasas
3886,66620,5. Isomerasas
3887,66646,3. Hidrolasas
3888,66650,2. Transferasas
3889,66663,7. Translocasas
3890,66664,3. Hidrolasas
3891,66665,7. Translocasas
3892,66680,2. Transferasas
3893,66681,3. Hidrolasas
3894,66687,3. Hidrolasas
3895,66689,6. Ligasas
3896,66692,3. Hidrolasas
3897,66693,3. Hidrolasas
3898,66700,3. Hidrolasas
3899,66702,3. Hidrolasas
3900,66742,2. Transferasas
3901,66746,2. Transferasas
3902,66794,1. Oxidorreductasas
3903,66796,2. Transferasas
3904,66799,2. Transferasas
3905,66801,5. Isomerasas
3906,66804,2. Transferasas
3907,66815,2. Transferasas
3908,66821,5. Isomerasas
3909,66850,3. Hidrolasas
3910,66852,2. Transferasas
3911,66859,2. Transferasas
3912,66870,3. Hidrolasas
3913,66871,7. Translocasas
3914,66898,3. Hidrolasas
3915,66905,6. Ligasas
3916,66908,3. Hidrolasas
3917,66909,3. Hidrolasas
3918,66914,3. Hidrolasas
3919,66916,3. Hidrolasas
3920,66921,7. Translocasas
3921,66960,2. Transferasas
3922,66965,2. Transferasas
3923,67012,1. Oxidorreductasas
3924,67014,2. Transferasas
3925,67017,2. Transferasas
3926,67019,5. Isomerasas
3927,67020,5. Isomerasas
3928,67024,2. Transferasas
3929,67038,2. Transferasas
3930,67044,5. Isomerasas
3931,67078,3. Hidrolasas
3932,67080,2. Transferasas
3933,67087,2. Transferasas
3934,67097,7. Translocasas
3935,67098,3. Hidrolasas
3936,67099,7. Translocasas
3937,67123,3. Hidrolasas
3938,67126,3. Hidrolasas
3939,67127,3. Hidrolasas
3940,67128,2. Transferasas
3941,67132,6. Ligasas
3942,67135,3. Hidrolasas
3943,67136,3. Hidrolasas
3944,67143,3. Hidrolasas
3945,67183,2. Transferasas
3946,67233,5. Isomerasas
3947,67234,5. Isomerasas
3948,67240,2. Transferasas
3949,67254,2. Transferasas
3950,67260,5. Isomerasas
3951,67280,3. Hidrolasas
3952,67282,2. Transferasas
3953,67290,2. Transferasas
3954,67302,3. Hidrolasas
3955,67303,7. Translocasas
3956,67326,3. Hidrolasas
3957,67327,2. Transferasas
3958,67328,3. Hidrolasas
3959,67331,3. Hidrolasas
3960,67332,3. Hidrolasas
3961,67339,3. Hidrolasas
3962,67341,3. Hidrolasas
3963,67346,7. Translocasas
